observableId	simulationConditionId	time	measurement	noiseParameters	replicateId
obs_p1	cond0	0.0	-0.7425971274945105	sigma_rel_medium;sigma_abs_medium	rep1
obs_p1	cond0	10.0	4.0053733238309945	sigma_rel_medium;sigma_abs_medium	rep1
obs_p1	cond0	20.0	30.943047991060272	sigma_rel_medium;sigma_abs_medium	rep1
obs_p1	cond0	30.0	97.55182008218475	sigma_rel_medium;sigma_abs_medium	rep1
obs_p1	cond0	40.0	200.78070198151576	sigma_rel_medium;sigma_abs_medium	rep1
obs_p1	cond0	50.0	309.0319387660113	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	0.0	-0.23459693610143487	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	10.0	5.480620418586438	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	20.0	23.13924130107911	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	30.0	41.145482624012	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	40.0	53.856450251179716	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	50.0	60.8880205322676	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	0.0	0.3688570183767413	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	10.0	0.18950628742910564	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	20.0	0.2891596594868232	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	30.0	1.1391162984524459	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	40.0	2.160229120792948	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	50.0	1.1325647871870959	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	0.0	0.02500055295618866	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	10.0	3.3359675015940535	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	20.0	11.556252721392163	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	30.0	20.068281090076937	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	40.0	34.95502413632212	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	50.0	42.17120389236311	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	0.0	0.1344002606750197	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	10.0	37.097554592686414	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	20.0	98.70882113788426	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	30.0	111.22193942785668	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	40.0	103.60076185958921	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	50.0	103.16470161150423	sigma_rel_medium;sigma_abs_medium	rep1
obs_p6	cond0	0.0	0.29037378860208435	sigma_rel_medium;sigma_abs_medium	rep1
obs_p6	cond0	10.0	3.356976772505506	sigma_rel_medium;sigma_abs_medium	rep1
obs_p6	cond0	20.0	13.829557867699597	sigma_rel_medium;sigma_abs_medium	rep1
obs_p6	cond0	30.0	44.48543311916919	sigma_rel_medium;sigma_abs_medium	rep1
obs_p6	cond0	40.0	139.50068412601954	sigma_rel_medium;sigma_abs_medium	rep1
obs_p6	cond0	50.0	223.96340943014064	sigma_rel_medium;sigma_abs_medium	rep1
obs_p7	cond0	0.0	0.59052944549784	sigma_rel_medium;sigma_abs_medium	rep1
obs_p7	cond0	10.0	1.5797260139053646	sigma_rel_medium;sigma_abs_medium	rep1
obs_p7	cond0	20.0	5.341963635168314	sigma_rel_medium;sigma_abs_medium	rep1
obs_p7	cond0	30.0	8.052796817253705	sigma_rel_medium;sigma_abs_medium	rep1
obs_p7	cond0	40.0	10.95571512233434	sigma_rel_medium;sigma_abs_medium	rep1
obs_p7	cond0	50.0	12.854071480652824	sigma_rel_medium;sigma_abs_medium	rep1
obs_p8	cond0	0.0	0.250167849129246	sigma_rel_medium;sigma_abs_medium	rep1
obs_p8	cond0	10.0	14.587327494015664	sigma_rel_medium;sigma_abs_medium	rep1
obs_p8	cond0	20.0	149.05119343155002	sigma_rel_medium;sigma_abs_medium	rep1
obs_p8	cond0	30.0	281.07918314900985	sigma_rel_medium;sigma_abs_medium	rep1
obs_p8	cond0	40.0	509.1548962188796	sigma_rel_medium;sigma_abs_medium	rep1
obs_p8	cond0	50.0	765.0996608897176	sigma_rel_medium;sigma_abs_medium	rep1
obs_p9	cond0	0.0	0.38708978950461886	sigma_rel_medium;sigma_abs_medium	rep1
obs_p9	cond0	10.0	3.0031354629529905	sigma_rel_medium;sigma_abs_medium	rep1
obs_p9	cond0	20.0	11.616300594609632	sigma_rel_medium;sigma_abs_medium	rep1
obs_p9	cond0	30.0	21.210271183673143	sigma_rel_medium;sigma_abs_medium	rep1
obs_p9	cond0	40.0	31.936344756631442	sigma_rel_medium;sigma_abs_medium	rep1
obs_p9	cond0	50.0	39.64420258945253	sigma_rel_medium;sigma_abs_medium	rep1
