observableId	simulationConditionId	time	measurement	noiseParameters	replicateId
obs_p2	cond0	0.0	0.7512027668540907	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	2.5	0.4998498617022966	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	5.0	5.266380537853424	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	7.5	9.630967025218242	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	10.0	18.758449458069837	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	12.5	19.379727174114212	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	15.0	32.35764171221196	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	17.5	45.72373632758701	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	20.0	54.79843428062446	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	22.5	52.80056530554791	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	25.0	67.32756137049383	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	27.5	77.9304033560501	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	30.0	99.86399758657342	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	32.5	122.06140014200595	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	35.0	147.0632403536286	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	37.5	118.08166188689644	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	40.0	173.5395640292482	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	42.5	185.78764166349163	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	45.0	220.1545982087433	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	47.5	240.1686460685593	sigma_rel_medium;sigma_abs_medium	rep1
obs_p2	cond0	50.0	229.12788059670086	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	0.0	-0.2536356939755592	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	2.5	1.3674514185897266	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	5.0	1.8886936631108613	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	7.5	1.420418510274228	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	10.0	2.0059626273961095	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	12.5	3.0202359556639093	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	15.0	4.924229670468088	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	17.5	4.004038398386339	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	20.0	6.146678429714741	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	22.5	6.095444087601245	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	25.0	5.504353756539011	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	27.5	7.747601767665355	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	30.0	8.559536682456205	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	32.5	5.014413673198893	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	35.0	6.9257487507843685	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	37.5	8.79672655628508	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	40.0	8.545978132858126	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	42.5	6.032921755817285	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	45.0	7.95769620653853	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	47.5	9.05410407877596	sigma_rel_medium;sigma_abs_medium	rep1
obs_p3	cond0	50.0	7.106390298129305	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	0.0	-0.7378858897712524	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	2.5	0.03467052611510757	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	5.0	3.816612427875312	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	7.5	3.0770971118352834	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	10.0	5.555069415569418	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	12.5	8.141673119987935	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	15.0	10.752186993066994	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	17.5	12.772898821507765	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	20.0	16.1486854145822	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	22.5	24.63009576195475	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	25.0	28.344480682107868	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	27.5	32.375316652377215	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	30.0	34.11403585142752	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	32.5	38.97629170491165	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	35.0	38.57019400695257	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	37.5	42.53457530458027	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	40.0	51.607387676720116	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	42.5	47.02306072330343	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	45.0	43.45992210898265	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	47.5	50.71316260165392	sigma_rel_medium;sigma_abs_medium	rep1
obs_p4	cond0	50.0	38.66535999615075	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	0.0	-0.4877206393122719	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	2.5	0.6858813648084086	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	5.0	1.5691361920147948	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	7.5	3.2392461635020324	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	10.0	7.415509901772389	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	12.5	9.983686980530706	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	15.0	15.063924458511002	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	17.5	21.89305460062287	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	20.0	21.753961511792205	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	22.5	31.388838911317237	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	25.0	33.53486343951421	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	27.5	32.29116802954444	sigma_rel_medium;sigma_abs_medium	rep1
obs_p5	cond0	30.0	32.82981119555832	sigma_rel_medium;sigma_abs_medium	rep1
